pais_de_nacimiento,sexo,edad,anno,total
Países candidatos a entrar en la UE,Mujeres,34,2024,3680
Países candidatos a entrar en la UE,Mujeres,34,2023,3352
Países candidatos a entrar en la UE,Mujeres,34,2022,220
Países candidatos a entrar en la UE,Mujeres,34,2021,306
Países candidatos a entrar en la UE,Mujeres,35,2024,3987
Países candidatos a entrar en la UE,Mujeres,35,2023,3284
Países candidatos a entrar en la UE,Mujeres,35,2022,298
Países candidatos a entrar en la UE,Mujeres,35,2021,235
Países candidatos a entrar en la UE,Mujeres,36,2024,3937
Países candidatos a entrar en la UE,Mujeres,36,2023,3535
Países candidatos a entrar en la UE,Mujeres,36,2022,250
Países candidatos a entrar en la UE,Mujeres,36,2021,253
Países candidatos a entrar en la UE,Mujeres,37,2024,4158
Países candidatos a entrar en la UE,Mujeres,37,2023,3539
Países candidatos a entrar en la UE,Mujeres,37,2022,268
Países candidatos a entrar en la UE,Mujeres,37,2021,263
Países candidatos a entrar en la UE,Mujeres,38,2024,4154
Países candidatos a entrar en la UE,Mujeres,38,2023,3570
Países candidatos a entrar en la UE,Mujeres,38,2022,272
Países candidatos a entrar en la UE,Mujeres,38,2021,238
Países candidatos a entrar en la UE,Mujeres,39,2024,4133
Países candidatos a entrar en la UE,Mujeres,39,2023,3766
Países candidatos a entrar en la UE,Mujeres,39,2022,249
Países candidatos a entrar en la UE,Mujeres,39,2021,218
Países candidatos a entrar en la UE,Mujeres,40,2024,4353
Países candidatos a entrar en la UE,Mujeres,40,2023,3311
Países candidatos a entrar en la UE,Mujeres,40,2022,217
Países candidatos a entrar en la UE,Mujeres,40,2021,201
Países candidatos a entrar en la UE,Mujeres,41,2024,3811
Países candidatos a entrar en la UE,Mujeres,41,2023,3193
Países candidatos a entrar en la UE,Mujeres,41,2022,216
Países candidatos a entrar en la UE,Mujeres,41,2021,219
Países candidatos a entrar en la UE,Mujeres,42,2024,3682
Países candidatos a entrar en la UE,Mujeres,42,2023,3043
Países candidatos a entrar en la UE,Mujeres,42,2022,222
Países candidatos a entrar en la UE,Mujeres,42,2021,190
Países candidatos a entrar en la UE,Mujeres,43,2024,3521
Países candidatos a entrar en la UE,Mujeres,43,2023,3027
Países candidatos a entrar en la UE,Mujeres,43,2022,199
Países candidatos a entrar en la UE,Mujeres,43,2021,174
Países candidatos a entrar en la UE,Mujeres,44,2024,3452
Países candidatos a entrar en la UE,Mujeres,44,2023,3070
Países candidatos a entrar en la UE,Mujeres,44,2022,181
Países candidatos a entrar en la UE,Mujeres,44,2021,152
Países candidatos a entrar en la UE,Mujeres,45,2024,3520
Países candidatos a entrar en la UE,Mujeres,45,2023,2861
Países candidatos a entrar en la UE,Mujeres,45,2022,150
Países candidatos a entrar en la UE,Mujeres,45,2021,156
Países candidatos a entrar en la UE,Mujeres,46,2024,3221
Países candidatos a entrar en la UE,Mujeres,46,2023,2752
Países candidatos a entrar en la UE,Mujeres,46,2022,161
Países candidatos a entrar en la UE,Mujeres,46,2021,130
Países candidatos a entrar en la UE,Mujeres,47,2024,3130
Países candidatos a entrar en la UE,Mujeres,47,2023,2702
Países candidatos a entrar en la UE,Mujeres,47,2022,131
Países candidatos a entrar en la UE,Mujeres,47,2021,130
Países candidatos a entrar en la UE,Mujeres,48,2024,3107
Países candidatos a entrar en la UE,Mujeres,48,2023,2558
Países candidatos a entrar en la UE,Mujeres,48,2022,133
Países candidatos a entrar en la UE,Mujeres,48,2021,131
Países candidatos a entrar en la UE,Mujeres,49,2024,2939
Países candidatos a entrar en la UE,Mujeres,49,2023,2453
Países candidatos a entrar en la UE,Mujeres,49,2022,127
Países candidatos a entrar en la UE,Mujeres,49,2021,109
Países candidatos a entrar en la UE,Mujeres,50,2024,2854
Países candidatos a entrar en la UE,Mujeres,50,2023,2356
Países candidatos a entrar en la UE,Mujeres,50,2022,105
Países candidatos a entrar en la UE,Mujeres,50,2021,109
Países candidatos a entrar en la UE,Mujeres,51,2024,2761
Países candidatos a entrar en la UE,Mujeres,51,2023,2232
Países candidatos a entrar en la UE,Mujeres,51,2022,112
Países candidatos a entrar en la UE,Mujeres,51,2021,99
Países candidatos a entrar en la UE,Mujeres,52,2024,2550
Países candidatos a entrar en la UE,Mujeres,52,2023,2092
Países candidatos a entrar en la UE,Mujeres,52,2022,96
Países candidatos a entrar en la UE,Mujeres,52,2021,85
Países candidatos a entrar en la UE,Mujeres,53,2024,2426
Países candidatos a entrar en la UE,Mujeres,53,2023,1974
Países candidatos a entrar en la UE,Mujeres,53,2022,91
Países candidatos a entrar en la UE,Mujeres,53,2021,88
Países candidatos a entrar en la UE,Mujeres,54,2024,2286
Países candidatos a entrar en la UE,Mujeres,54,2023,1881
Países candidatos a entrar en la UE,Mujeres,54,2022,92
Países candidatos a entrar en la UE,Mujeres,54,2021,69
Países candidatos a entrar en la UE,Mujeres,55,2024,2144
Países candidatos a entrar en la UE,Mujeres,55,2023,1843
Países candidatos a entrar en la UE,Mujeres,55,2022,73
Países candidatos a entrar en la UE,Mujeres,55,2021,91
Países candidatos a entrar en la UE,Mujeres,56,2024,2127
Países candidatos a entrar en la UE,Mujeres,56,2023,1719
Países candidatos a entrar en la UE,Mujeres,56,2022,87
Países candidatos a entrar en la UE,Mujeres,56,2021,59
Países candidatos a entrar en la UE,Mujeres,57,2024,2034
Países candidatos a entrar en la UE,Mujeres,57,2023,1633
Países candidatos a entrar en la UE,Mujeres,57,2022,65
Países candidatos a entrar en la UE,Mujeres,57,2021,78
Países candidatos a entrar en la UE,Mujeres,58,2024,1923
Países candidatos a entrar en la UE,Mujeres,58,2023,1747
Países candidatos a entrar en la UE,Mujeres,58,2022,77
Países candidatos a entrar en la UE,Mujeres,58,2021,69
Países candidatos a entrar en la UE,Mujeres,59,2024,1994
Países candidatos a entrar en la UE,Mujeres,59,2023,1756
Países candidatos a entrar en la UE,Mujeres,59,2022,72
Países candidatos a entrar en la UE,Mujeres,59,2021,60
Países candidatos a entrar en la UE,Mujeres,60,2024,2001
Países candidatos a entrar en la UE,Mujeres,60,2023,1830
Países candidatos a entrar en la UE,Mujeres,60,2022,55
Países candidatos a entrar en la UE,Mujeres,60,2021,56
Países candidatos a entrar en la UE,Mujeres,61,2024,2110
Países candidatos a entrar en la UE,Mujeres,61,2023,1770
Países candidatos a entrar en la UE,Mujeres,61,2022,53
Países candidatos a entrar en la UE,Mujeres,61,2021,43
Países candidatos a entrar en la UE,Mujeres,62,2024,2026
Países candidatos a entrar en la UE,Mujeres,62,2023,1801
Países candidatos a entrar en la UE,Mujeres,62,2022,45
Países candidatos a entrar en la UE,Mujeres,62,2021,59
Países candidatos a entrar en la UE,Mujeres,63,2024,2034
Países candidatos a entrar en la UE,Mujeres,63,2023,1641
Países candidatos a entrar en la UE,Mujeres,63,2022,57
Países candidatos a entrar en la UE,Mujeres,63,2021,44
Países candidatos a entrar en la UE,Mujeres,64,2024,1874
Países candidatos a entrar en la UE,Mujeres,64,2023,1610
Países candidatos a entrar en la UE,Mujeres,64,2022,48
Países candidatos a entrar en la UE,Mujeres,64,2021,38
Países candidatos a entrar en la UE,Mujeres,65,2024,1830
Países candidatos a entrar en la UE,Mujeres,65,2023,1397
Países candidatos a entrar en la UE,Mujeres,65,2022,36
Países candidatos a entrar en la UE,Mujeres,65,2021,36
Países candidatos a entrar en la UE,Mujeres,66,2024,1568
Países candidatos a entrar en la UE,Mujeres,66,2023,1203
Países candidatos a entrar en la UE,Mujeres,66,2022,38
Países candidatos a entrar en la UE,Mujeres,66,2021,45
Países candidatos a entrar en la UE,Mujeres,67,2024,1467
Países candidatos a entrar en la UE,Mujeres,67,2023,1163
Países candidatos a entrar en la UE,Mujeres,67,2022,50
Países candidatos a entrar en la UE,Mujeres,67,2021,32
Países candidatos a entrar en la UE,Mujeres,68,2024,1355
Países candidatos a entrar en la UE,Mujeres,68,2023,1181
Países candidatos a entrar en la UE,Mujeres,68,2022,30
Países candidatos a entrar en la UE,Mujeres,68,2021,36
Países candidatos a entrar en la UE,Mujeres,69,2024,1322
Países candidatos a entrar en la UE,Mujeres,69,2023,963
Países candidatos a entrar en la UE,Mujeres,69,2022,34
Países candidatos a entrar en la UE,Mujeres,69,2021,39
Países candidatos a entrar en la UE,Mujeres,70,2024,1101
Países candidatos a entrar en la UE,Mujeres,70,2023,950
Países candidatos a entrar en la UE,Mujeres,70,2022,40
Países candidatos a entrar en la UE,Mujeres,70,2021,49
Países candidatos a entrar en la UE,Mujeres,71,2024,1051
Países candidatos a entrar en la UE,Mujeres,71,2023,784
Países candidatos a entrar en la UE,Mujeres,71,2022,43
Países candidatos a entrar en la UE,Mujeres,71,2021,35
Países candidatos a entrar en la UE,Mujeres,72,2024,887
Países candidatos a entrar en la UE,Mujeres,72,2023,712
Países candidatos a entrar en la UE,Mujeres,72,2022,39
Países candidatos a entrar en la UE,Mujeres,72,2021,36
Países candidatos a entrar en la UE,Mujeres,73,2024,827
Países candidatos a entrar en la UE,Mujeres,73,2023,717
Países candidatos a entrar en la UE,Mujeres,73,2022,34
Países candidatos a entrar en la UE,Mujeres,73,2021,26
Países candidatos a entrar en la UE,Mujeres,74,2024,781
Países candidatos a entrar en la UE,Mujeres,74,2023,549
Países candidatos a entrar en la UE,Mujeres,74,2022,26
Países candidatos a entrar en la UE,Mujeres,74,2021,32
Países candidatos a entrar en la UE,Mujeres,75,2024,596
Países candidatos a entrar en la UE,Mujeres,75,2023,407
Países candidatos a entrar en la UE,Mujeres,75,2022,33
Países candidatos a entrar en la UE,Mujeres,75,2021,19
Países candidatos a entrar en la UE,Mujeres,76,2024,463
Países candidatos a entrar en la UE,Mujeres,76,2023,357
Países candidatos a entrar en la UE,Mujeres,76,2022,18
Países candidatos a entrar en la UE,Mujeres,76,2021,18
Países candidatos a entrar en la UE,Mujeres,77,2024,392
Países candidatos a entrar en la UE,Mujeres,77,2023,247
Países candidatos a entrar en la UE,Mujeres,77,2022,19
Países candidatos a entrar en la UE,Mujeres,77,2021,12
Países candidatos a entrar en la UE,Mujeres,78,2024,273
Países candidatos a entrar en la UE,Mujeres,78,2023,183
Países candidatos a entrar en la UE,Mujeres,78,2022,12
Países candidatos a entrar en la UE,Mujeres,78,2021,14
Países candidatos a entrar en la UE,Mujeres,79,2024,217
Países candidatos a entrar en la UE,Mujeres,79,2023,144
Países candidatos a entrar en la UE,Mujeres,79,2022,13
Países candidatos a entrar en la UE,Mujeres,79,2021,21
Países candidatos a entrar en la UE,Mujeres,80,2024,157
Países candidatos a entrar en la UE,Mujeres,80,2023,168
Países candidatos a entrar en la UE,Mujeres,80,2022,21
Países candidatos a entrar en la UE,Mujeres,80,2021,20
Países candidatos a entrar en la UE,Mujeres,81,2024,179
Países candidatos a entrar en la UE,Mujeres,81,2023,204
Países candidatos a entrar en la UE,Mujeres,81,2022,17
Países candidatos a entrar en la UE,Mujeres,81,2021,19
Países candidatos a entrar en la UE,Mujeres,82,2024,223
Países candidatos a entrar en la UE,Mujeres,82,2023,165
Países candidatos a entrar en la UE,Mujeres,82,2022,15
Países candidatos a entrar en la UE,Mujeres,82,2021,15
Países candidatos a entrar en la UE,Mujeres,83,2024,188
Países candidatos a entrar en la UE,Mujeres,83,2023,141
Países candidatos a entrar en la UE,Mujeres,83,2022,14
Países candidatos a entrar en la UE,Mujeres,83,2021,12
Países candidatos a entrar en la UE,Mujeres,84,2024,138
Países candidatos a entrar en la UE,Mujeres,84,2023,143
Países candidatos a entrar en la UE,Mujeres,84,2022,12
Países candidatos a entrar en la UE,Mujeres,84,2021,7
Países candidatos a entrar en la UE,Mujeres,85,2024,161
Países candidatos a entrar en la UE,Mujeres,85,2023,114
Países candidatos a entrar en la UE,Mujeres,85,2022,7
Países candidatos a entrar en la UE,Mujeres,85,2021,5
Países candidatos a entrar en la UE,Mujeres,86,2024,129
Países candidatos a entrar en la UE,Mujeres,86,2023,66
Países candidatos a entrar en la UE,Mujeres,86,2022,5
Países candidatos a entrar en la UE,Mujeres,86,2021,9
Países candidatos a entrar en la UE,Mujeres,87,2024,70
Países candidatos a entrar en la UE,Mujeres,87,2023,57
Países candidatos a entrar en la UE,Mujeres,87,2022,7
Países candidatos a entrar en la UE,Mujeres,87,2021,15
Países candidatos a entrar en la UE,Mujeres,88,2024,56
Países candidatos a entrar en la UE,Mujeres,88,2023,27
Países candidatos a entrar en la UE,Mujeres,88,2022,13
Países candidatos a entrar en la UE,Mujeres,88,2021,4
Países candidatos a entrar en la UE,Mujeres,89,2024,25
Países candidatos a entrar en la UE,Mujeres,89,2023,28
Países candidatos a entrar en la UE,Mujeres,89,2022,3
Países candidatos a entrar en la UE,Mujeres,89,2021,3
Países candidatos a entrar en la UE,Mujeres,90,2024,26
Países candidatos a entrar en la UE,Mujeres,90,2023,22
Países candidatos a entrar en la UE,Mujeres,90,2022,3
Países candidatos a entrar en la UE,Mujeres,90,2021,1
Países candidatos a entrar en la UE,Mujeres,91,2024,24
Países candidatos a entrar en la UE,Mujeres,91,2023,16
Países candidatos a entrar en la UE,Mujeres,91,2022,1
Países candidatos a entrar en la UE,Mujeres,91,2021,3
Países candidatos a entrar en la UE,Mujeres,92,2024,15
Países candidatos a entrar en la UE,Mujeres,92,2023,11
Países candidatos a entrar en la UE,Mujeres,92,2022,3
Países candidatos a entrar en la UE,Mujeres,92,2021,2
Países candidatos a entrar en la UE,Mujeres,93,2024,11
Países candidatos a entrar en la UE,Mujeres,93,2023,16
Países candidatos a entrar en la UE,Mujeres,93,2022,2
Países candidatos a entrar en la UE,Mujeres,93,2021,0
Países candidatos a entrar en la UE,Mujeres,94,2024,15
Países candidatos a entrar en la UE,Mujeres,94,2023,8
Países candidatos a entrar en la UE,Mujeres,94,2022,0
Países candidatos a entrar en la UE,Mujeres,94,2021,1
Países candidatos a entrar en la UE,Mujeres,95,2024,8
Países candidatos a entrar en la UE,Mujeres,95,2023,4
Países candidatos a entrar en la UE,Mujeres,95,2022,0
Países candidatos a entrar en la UE,Mujeres,95,2021,2
Países candidatos a entrar en la UE,Mujeres,96,2024,3
Países candidatos a entrar en la UE,Mujeres,96,2023,6
Países candidatos a entrar en la UE,Mujeres,96,2022,1
Países candidatos a entrar en la UE,Mujeres,96,2021,1
Países candidatos a entrar en la UE,Mujeres,97,2024,4
Países candidatos a entrar en la UE,Mujeres,97,2023,2
Países candidatos a entrar en la UE,Mujeres,97,2022,1
Países candidatos a entrar en la UE,Mujeres,97,2021,2
Países candidatos a entrar en la UE,Mujeres,98,2024,2
Países candidatos a entrar en la UE,Mujeres,98,2023,2
Países candidatos a entrar en la UE,Mujeres,98,2022,2
Países candidatos a entrar en la UE,Mujeres,98,2021,0
Países candidatos a entrar en la UE,Mujeres,99,2024,2
Países candidatos a entrar en la UE,Mujeres,99,2023,3
Países candidatos a entrar en la UE,Mujeres,99,2022,1
Países candidatos a entrar en la UE,Mujeres,99,2021,1
Países candidatos a entrar en la UE,Mujeres,100,2024,1
Países candidatos a entrar en la UE,Mujeres,100,2023,1
Países candidatos a entrar en la UE,Mujeres,100,2022,0
Países candidatos a entrar en la UE,Mujeres,100,2021,0
Países EFTA,Hombres,0,2024,22
Países EFTA,Hombres,0,2023,25
Países EFTA,Hombres,0,2022,20
Países EFTA,Hombres,0,2021,18
Países EFTA,Hombres,1,2024,74
Países EFTA,Hombres,1,2023,59
Países EFTA,Hombres,1,2022,66
Países EFTA,Hombres,1,2021,56
Países EFTA,Hombres,2,2024,107
Países EFTA,Hombres,2,2023,108
Países EFTA,Hombres,2,2022,79
Países EFTA,Hombres,2,2021,101
Países EFTA,Hombres,3,2024,148
Países EFTA,Hombres,3,2023,117
Países EFTA,Hombres,3,2022,116
Países EFTA,Hombres,3,2021,129
Países EFTA,Hombres,4,2024,137
Países EFTA,Hombres,4,2023,141
Países EFTA,Hombres,4,2022,138
Países EFTA,Hombres,4,2021,179
Países EFTA,Hombres,5,2024,172
Países EFTA,Hombres,5,2023,153
Países EFTA,Hombres,5,2022,183
Países EFTA,Hombres,5,2021,164
Países EFTA,Hombres,6,2024,186
Países EFTA,Hombres,6,2023,194
Países EFTA,Hombres,6,2022,162
Países EFTA,Hombres,6,2021,139
Países EFTA,Hombres,7,2024,219
Países EFTA,Hombres,7,2023,176
Países EFTA,Hombres,7,2022,151
Países EFTA,Hombres,7,2021,133
Países EFTA,Hombres,8,2024,204
Países EFTA,Hombres,8,2023,166
Países EFTA,Hombres,8,2022,156
Países EFTA,Hombres,8,2021,133
Países EFTA,Hombres,9,2024,180
Países EFTA,Hombres,9,2023,180
Países EFTA,Hombres,9,2022,148
Países EFTA,Hombres,9,2021,113
Países EFTA,Hombres,10,2024,194
Países EFTA,Hombres,10,2023,149
Países EFTA,Hombres,10,2022,125
Países EFTA,Hombres,10,2021,117
Países EFTA,Hombres,11,2024,164
Países EFTA,Hombres,11,2023,136
Países EFTA,Hombres,11,2022,122
Países EFTA,Hombres,11,2021,142
Países EFTA,Hombres,12,2024,143
Países EFTA,Hombres,12,2023,134
Países EFTA,Hombres,12,2022,144
Países EFTA,Hombres,12,2021,111
Países EFTA,Hombres,13,2024,149
Países EFTA,Hombres,13,2023,154
Países EFTA,Hombres,13,2022,112
Países EFTA,Hombres,13,2021,131
Países EFTA,Hombres,14,2024,158
Países EFTA,Hombres,14,2023,125
Países EFTA,Hombres,14,2022,154
Países EFTA,Hombres,14,2021,145
Países EFTA,Hombres,15,2024,129
Países EFTA,Hombres,15,2023,161
Países EFTA,Hombres,15,2022,149
Países EFTA,Hombres,15,2021,132
Países EFTA,Hombres,16,2024,144
Países EFTA,Hombres,16,2023,150
Países EFTA,Hombres,16,2022,144
Países EFTA,Hombres,16,2021,160
Países EFTA,Hombres,17,2024,144
Países EFTA,Hombres,17,2023,142
Países EFTA,Hombres,17,2022,164
Países EFTA,Hombres,17,2021,199
Países EFTA,Hombres,18,2024,149
Países EFTA,Hombres,18,2023,177
Países EFTA,Hombres,18,2022,198
Países EFTA,Hombres,18,2021,192
Países EFTA,Hombres,19,2024,184
Países EFTA,Hombres,19,2023,204
Países EFTA,Hombres,19,2022,200
Países EFTA,Hombres,19,2021,235
Países EFTA,Hombres,20,2024,216
Países EFTA,Hombres,20,2023,201
Países EFTA,Hombres,20,2022,234
Países EFTA,Hombres,20,2021,242
Países EFTA,Hombres,21,2024,207
Países EFTA,Hombres,21,2023,232
Países EFTA,Hombres,21,2022,247
Países EFTA,Hombres,21,2021,232
Países EFTA,Hombres,22,2024,237
Países EFTA,Hombres,22,2023,256
Países EFTA,Hombres,22,2022,234
Países EFTA,Hombres,22,2021,266
Países EFTA,Hombres,23,2024,255
Países EFTA,Hombres,23,2023,238
Países EFTA,Hombres,23,2022,270
Países EFTA,Hombres,23,2021,283
Países EFTA,Hombres,24,2024,244
Países EFTA,Hombres,24,2023,294
Países EFTA,Hombres,24,2022,284
Países EFTA,Hombres,24,2021,352
Países EFTA,Hombres,25,2024,297
Países EFTA,Hombres,25,2023,304
Países EFTA,Hombres,25,2022,360
Países EFTA,Hombres,25,2021,386
Países EFTA,Hombres,26,2024,308
Países EFTA,Hombres,26,2023,382
Países EFTA,Hombres,26,2022,398
Países EFTA,Hombres,26,2021,385
Países EFTA,Hombres,27,2024,374
Países EFTA,Hombres,27,2023,400
Países EFTA,Hombres,27,2022,387
Países EFTA,Hombres,27,2021,413
Países EFTA,Hombres,28,2024,410
Países EFTA,Hombres,28,2023,393
Países EFTA,Hombres,28,2022,413
Países EFTA,Hombres,28,2021,471
Países EFTA,Hombres,29,2024,394
Países EFTA,Hombres,29,2023,404
Países EFTA,Hombres,29,2022,474
Países EFTA,Hombres,29,2021,471
Países EFTA,Hombres,30,2024,402
Países EFTA,Hombres,30,2023,482
Países EFTA,Hombres,30,2022,469
Países EFTA,Hombres,30,2021,519
Países EFTA,Hombres,31,2024,498
Países EFTA,Hombres,31,2023,471
Países EFTA,Hombres,31,2022,515
Países EFTA,Hombres,31,2021,497
Países EFTA,Hombres,32,2024,479
Países EFTA,Hombres,32,2023,525
Países EFTA,Hombres,32,2022,508
Países EFTA,Hombres,32,2021,509
Países EFTA,Hombres,33,2024,533
Países EFTA,Hombres,33,2023,506
Países EFTA,Hombres,33,2022,505
Países EFTA,Hombres,33,2021,466
Países EFTA,Hombres,34,2024,500
Países EFTA,Hombres,34,2023,509
Países EFTA,Hombres,34,2022,471
Países EFTA,Hombres,34,2021,461
Países EFTA,Hombres,35,2024,514
Países EFTA,Hombres,35,2023,476
Países EFTA,Hombres,35,2022,457
Países EFTA,Hombres,35,2021,465
Países EFTA,Hombres,36,2024,480
Países EFTA,Hombres,36,2023,471
Países EFTA,Hombres,36,2022,478
Países EFTA,Hombres,36,2021,502
Países EFTA,Hombres,37,2024,488
Países EFTA,Hombres,37,2023,487
Países EFTA,Hombres,37,2022,514
Países EFTA,Hombres,37,2021,506
Países EFTA,Hombres,38,2024,499
Países EFTA,Hombres,38,2023,524
Países EFTA,Hombres,38,2022,508
Países EFTA,Hombres,38,2021,528
Países EFTA,Hombres,39,2024,527
Países EFTA,Hombres,39,2023,516
Países EFTA,Hombres,39,2022,529
Países EFTA,Hombres,39,2021,547
Países EFTA,Hombres,40,2024,518
Países EFTA,Hombres,40,2023,534
Países EFTA,Hombres,40,2022,550
Países EFTA,Hombres,40,2021,548
Países EFTA,Hombres,41,2024,538
Países EFTA,Hombres,41,2023,551
Países EFTA,Hombres,41,2022,554
Países EFTA,Hombres,41,2021,572
Países EFTA,Hombres,42,2024,557
Países EFTA,Hombres,42,2023,558
Países EFTA,Hombres,42,2022,576
Países EFTA,Hombres,42,2021,625
Países EFTA,Hombres,43,2024,556
Países EFTA,Hombres,43,2023,573
Países EFTA,Hombres,43,2022,633
Países EFTA,Hombres,43,2021,731
Países EFTA,Hombres,44,2024,562
Países EFTA,Hombres,44,2023,640
Países EFTA,Hombres,44,2022,739
Países EFTA,Hombres,44,2021,830
Países EFTA,Hombres,45,2024,643
Países EFTA,Hombres,45,2023,754
Países EFTA,Hombres,45,2022,833
Países EFTA,Hombres,45,2021,1000
Países EFTA,Hombres,46,2024,754
Países EFTA,Hombres,46,2023,828
Países EFTA,Hombres,46,2022,1018
Países EFTA,Hombres,46,2021,1242
Países EFTA,Hombres,47,2024,826
Países EFTA,Hombres,47,2023,1032
Países EFTA,Hombres,47,2022,1252
Países EFTA,Hombres,47,2021,1324
Países EFTA,Hombres,48,2024,1030
Países EFTA,Hombres,48,2023,1264
Países EFTA,Hombres,48,2022,1308
Países EFTA,Hombres,48,2021,1246
Países EFTA,Hombres,49,2024,1267
Países EFTA,Hombres,49,2023,1312
Países EFTA,Hombres,49,2022,1267
Países EFTA,Hombres,49,2021,1120
Países EFTA,Hombres,50,2024,1299
Países EFTA,Hombres,50,2023,1270
Países EFTA,Hombres,50,2022,1138
Países EFTA,Hombres,50,2021,1089
Países EFTA,Hombres,51,2024,1268
Países EFTA,Hombres,51,2023,1143
Países EFTA,Hombres,51,2022,1079
Países EFTA,Hombres,51,2021,1019
Países EFTA,Hombres,52,2024,1129
Países EFTA,Hombres,52,2023,1083
Países EFTA,Hombres,52,2022,1030
Países EFTA,Hombres,52,2021,938
Países EFTA,Hombres,53,2024,1090
Países EFTA,Hombres,53,2023,1039
Países EFTA,Hombres,53,2022,958
Países EFTA,Hombres,53,2021,942
Países EFTA,Hombres,54,2024,1021
Países EFTA,Hombres,54,2023,945
Países EFTA,Hombres,54,2022,961
Países EFTA,Hombres,54,2021,916
Países EFTA,Hombres,55,2024,946
Países EFTA,Hombres,55,2023,957
Países EFTA,Hombres,55,2022,930
Países EFTA,Hombres,55,2021,954
Países EFTA,Hombres,56,2024,949
Países EFTA,Hombres,56,2023,930
Países EFTA,Hombres,56,2022,959
Países EFTA,Hombres,56,2021,870
Países EFTA,Hombres,57,2024,929
Países EFTA,Hombres,57,2023,962
Países EFTA,Hombres,57,2022,878
Países EFTA,Hombres,57,2021,685
Países EFTA,Hombres,58,2024,958
Países EFTA,Hombres,58,2023,889
Países EFTA,Hombres,58,2022,687
Países EFTA,Hombres,58,2021,498
Países EFTA,Hombres,59,2024,887
Países EFTA,Hombres,59,2023,702
Países EFTA,Hombres,59,2022,513
Países EFTA,Hombres,59,2021,289
Países EFTA,Hombres,60,2024,703
Países EFTA,Hombres,60,2023,517
Países EFTA,Hombres,60,2022,313
Países EFTA,Hombres,60,2021,190
Países EFTA,Hombres,61,2024,510
Países EFTA,Hombres,61,2023,321
Países EFTA,Hombres,61,2022,211
Países EFTA,Hombres,61,2021,216
Países EFTA,Hombres,62,2024,330
Países EFTA,Hombres,62,2023,238
Países EFTA,Hombres,62,2022,249
Países EFTA,Hombres,62,2021,217
Países EFTA,Hombres,63,2024,256
Países EFTA,Hombres,63,2023,261
Países EFTA,Hombres,63,2022,231
Países EFTA,Hombres,63,2021,205
Países EFTA,Hombres,64,2024,263
Países EFTA,Hombres,64,2023,258
Países EFTA,Hombres,64,2022,249
Países EFTA,Hombres,64,2021,230
Países EFTA,Hombres,65,2024,276
Países EFTA,Hombres,65,2023,275
Países EFTA,Hombres,65,2022,272
Países EFTA,Hombres,65,2021,237
Países EFTA,Hombres,66,2024,263
Países EFTA,Hombres,66,2023,286
Países EFTA,Hombres,66,2022,278
Países EFTA,Hombres,66,2021,221
Países EFTA,Hombres,67,2024,290
Países EFTA,Hombres,67,2023,287
Países EFTA,Hombres,67,2022,259
Países EFTA,Hombres,67,2021,259
Países EFTA,Hombres,68,2024,275
Países EFTA,Hombres,68,2023,267
Países EFTA,Hombres,68,2022,303
Países EFTA,Hombres,68,2021,237
Países EFTA,Hombres,69,2024,270
Países EFTA,Hombres,69,2023,303
Países EFTA,Hombres,69,2022,267
Países EFTA,Hombres,69,2021,267
Países EFTA,Hombres,70,2024,281
Países EFTA,Hombres,70,2023,265
Países EFTA,Hombres,70,2022,285
Países EFTA,Hombres,70,2021,288
Países EFTA,Hombres,71,2024,257
Países EFTA,Hombres,71,2023,285
Países EFTA,Hombres,71,2022,308
Países EFTA,Hombres,71,2021,249
Países EFTA,Hombres,72,2024,261
Países EFTA,Hombres,72,2023,299
Países EFTA,Hombres,72,2022,270
Países EFTA,Hombres,72,2021,266
Países EFTA,Hombres,73,2024,271
Países EFTA,Hombres,73,2023,262
Países EFTA,Hombres,73,2022,280
Países EFTA,Hombres,73,2021,278
Países EFTA,Hombres,74,2024,224
Países EFTA,Hombres,74,2023,272
Países EFTA,Hombres,74,2022,281
Países EFTA,Hombres,74,2021,251
Países EFTA,Hombres,75,2024,233
Países EFTA,Hombres,75,2023,273
Países EFTA,Hombres,75,2022,263
Países EFTA,Hombres,75,2021,264
Países EFTA,Hombres,76,2024,248
Países EFTA,Hombres,76,2023,254
Países EFTA,Hombres,76,2022,254
Países EFTA,Hombres,76,2021,267
Países EFTA,Hombres,77,2024,226
Países EFTA,Hombres,77,2023,238
Países EFTA,Hombres,77,2022,262
Países EFTA,Hombres,77,2021,209
Países EFTA,Hombres,78,2024,207
Países EFTA,Hombres,78,2023,245
Países EFTA,Hombres,78,2022,219
Países EFTA,Hombres,78,2021,205
Países EFTA,Hombres,79,2024,218
Países EFTA,Hombres,79,2023,217
Países EFTA,Hombres,79,2022,211
Países EFTA,Hombres,79,2021,195
Países EFTA,Hombres,80,2024,189
Países EFTA,Hombres,80,2023,195
Países EFTA,Hombres,80,2022,191
Países EFTA,Hombres,80,2021,168
Países EFTA,Hombres,81,2024,162
Países EFTA,Hombres,81,2023,179
Países EFTA,Hombres,81,2022,170
Países EFTA,Hombres,81,2021,147
Países EFTA,Hombres,82,2024,156
Países EFTA,Hombres,82,2023,152
Países EFTA,Hombres,82,2022,140
Países EFTA,Hombres,82,2021,114
Países EFTA,Hombres,83,2024,123
Países EFTA,Hombres,83,2023,131
Países EFTA,Hombres,83,2022,116
